EmailAttachments,URLCount,SenderReputation,SuspiciousKeywords,EmailSize,LinkEntropy,DomainRiskScore,AccountAge,PhishingLabel
2,3,135,1,168.09,2.795,0.585,56,0
4,6,189,2,311.01,2.016,0.322,57,0
1,6,117,4,367.92,1.491,0.433,85,1
1,1,89,7,0.0,1.506,0.089,61,0
1,7,111,1,305.33,1.318,0.998,101,0
2,9,22,7,126.71,1.704,0.755,38,1
0,9,100,5,113.16,3.551,0.621,73,1
1,8,63,7,330.4,2.268,0.588,101,1
0,5,174,0,189.89,1.341,0.504,2,0
4,4,198,0,248.4,1.846,0.257,3,0
2,0,43,5,212.0,0.87,0.226,43,1
4,0,167,0,341.75,3.664,0.55,74,0
2,8,179,5,261.55,1.929,0.07,35,1
1,3,118,3,483.56,0.0,0.074,73,0
1,0,160,2,208.57,1.716,0.561,40,0
3,9,131,0,383.13,3.427,0.92,112,1
3,2,190,5,165.78,1.397,0.914,118,0
1,5,167,4,278.94,0.767,0.011,96,0
0,7,142,7,298.66,0.611,0.107,85,1
2,9,131,4,198.1,2.622,0.583,58,1
3,0,149,7,262.3,1.591,0.848,34,0
2,7,87,3,175.68,2.052,0.954,25,0
0,0,110,4,52.7,3.365,0.861,106,1
0,1,79,0,147.04,1.368,0.678,56,1
2,7,151,7,365.03,1.58,0.201,32,1
0,6,143,6,396.93,0.0,0.073,110,1
1,4,115,4,176.09,2.225,0.048,101,0
1,9,164,6,233.62,3.397,0.612,22,1
0,1,148,7,66.81,1.811,0.036,89,0
1,8,52,0,156.68,1.894,0.739,65,1
1,4,49,6,400.65,1.085,0.712,109,1
2,7,24,4,322.69,3.707,0.08,100,1
2,3,137,4,0.0,3.639,0.907,21,1
0,8,159,6,165.85,3.945,0.522,105,1
3,9,179,7,417.56,1.909,0.904,80,1
0,6,57,3,144.09,3.365,0.902,96,1
1,1,36,3,200.37,1.952,0.197,21,0
2,2,128,7,348.96,2.09,0.381,117,0
3,1,0,1,302.5,3.405,0.135,28,1
0,4,171,4,257.39,1.121,0.775,19,0
1,1,159,4,454.88,1.271,0.504,14,0
1,4,0,0,148.87,1.602,0.929,87,0
1,8,147,4,383.64,3.259,0.208,24,1
1,1,114,0,121.58,1.804,0.688,20,0
1,8,166,6,327.08,1.754,0.989,32,1
1,6,0,5,441.78,3.996,0.665,104,1
3,6,199,4,256.06,1.843,0.069,74,1
0,4,164,0,375.93,1.367,0.588,52,0
2,7,92,1,419.18,2.681,0.18,65,1
1,0,40,5,111.21,3.307,0.031,95,1
1,5,79,6,367.62,0.744,0.335,52,1
3,1,0,6,463.93,2.666,0.266,101,1
2,5,94,7,309.37,0.625,0.789,58,0
0,1,138,7,133.76,2.342,0.374,79,0
0,0,167,2,107.12,1.399,0.733,104,0
0,8,132,4,166.88,1.573,0.016,95,1
1,4,133,5,96.58,2.135,0.015,92,0
1,9,122,6,281.03,3.745,0.029,10,1
3,9,99,3,81.37,2.987,0.219,70,1
1,3,82,5,150.53,3.779,0.374,15,1
1,7,76,3,247.96,2.81,0.608,47,1
2,4,48,4,263.26,0.525,0.986,91,1
2,6,148,0,304.43,1.43,0.354,10,0
1,2,143,3,367.53,3.67,0.056,21,0
3,7,78,5,0.0,2.752,0.195,19,1
0,7,105,7,86.28,3.936,0.898,68,1
2,2,90,5,77.39,1.046,0.699,22,0
3,8,108,6,240.42,1.539,0.79,63,1
3,0,117,7,68.83,0.0,0.124,38,1
2,0,63,3,385.74,0.0,0.135,15,0
2,0,195,1,150.35,1.382,0.112,70,0
3,3,135,6,472.65,2.052,0.857,114,0
1,5,94,1,0.0,2.748,0.21,75,0
0,9,162,1,250.85,1.589,0.643,44,0
1,8,182,3,401.24,0.779,0.516,30,0
1,4,42,0,370.92,2.98,0.544,104,1
1,6,64,5,323.29,2.107,0.195,24,1
3,0,111,4,470.82,2.448,0.635,86,0
0,8,32,4,240.02,2.094,0.043,94,1
2,5,53,0,413.84,3.616,0.993,46,1
1,3,185,7,221.04,2.456,0.027,4,0
2,5,89,3,427.26,3.731,0.05,114,0
0,0,127,0,166.76,2.287,0.325,6,0
0,2,152,7,180.17,1.524,0.832,38,0
2,6,145,6,355.04,1.744,0.257,26,1
0,2,187,7,145.72,2.327,0.472,19,0
2,1,40,4,153.12,2.355,0.018,2,1
1,3,175,4,187.37,2.906,0.079,68,1
2,6,150,1,355.52,1.286,0.608,69,0
2,0,42,1,450.22,2.806,0.194,47,1
1,8,38,6,353.56,3.225,0.694,99,1
2,9,69,6,0.0,2.868,0.785,29,1
0,6,39,1,294.6,2.186,0.85,64,1
0,8,0,2,81.02,3.971,0.134,80,1
1,8,0,7,95.21,1.917,0.456,109,1
2,1,112,4,299.48,0.873,0.947,12,0
1,0,102,1,197.51,3.375,0.772,85,0
0,3,72,0,149.26,1.243,0.117,73,0
1,3,142,3,259.82,2.996,0.503,11,0
1,1,104,6,349.92,1.126,0.922,8,0
1,2,101,5,223.25,0.559,0.44,60,0
0,2,28,1,411.14,1.059,0.837,26,0
0,4,23,3,382.34,0.0,0.496,32,0
1,0,188,0,380.71,0.873,0.107,39,0
1,8,44,1,493.34,1.192,0.148,4,1
0,7,53,5,0.0,3.176,0.047,98,1
1,7,92,3,340.13,3.195,0.195,92,1
0,2,156,5,434.97,3.361,0.894,89,1
1,1,101,1,310.79,3.444,0.65,115,0
2,0,160,0,405.28,1.972,0.739,118,0
1,5,156,1,236.5,3.536,0.622,119,0
2,9,23,3,315.72,2.341,0.387,44,1
4,0,181,0,75.05,2.147,0.217,99,0
1,4,26,0,493.6,0.0,0.926,83,1
1,8,34,0,410.01,1.248,0.515,35,1
2,8,57,2,440.96,3.263,0.481,51,1
2,3,110,3,362.43,2.003,0.996,51,0
1,0,71,2,133.72,0.946,0.384,103,1
1,6,100,5,63.96,0.918,0.854,29,1
2,3,119,0,439.1,1.077,0.862,78,0
2,4,26,2,228.35,3.617,0.233,85,1
2,8,126,1,168.74,3.968,0.095,36,1
0,6,64,2,302.75,1.749,0.976,102,1
1,6,78,4,239.4,1.523,0.426,78,1
2,9,141,5,343.25,1.266,0.002,104,1
3,6,40,0,267.71,3.383,0.499,114,1
1,8,175,0,363.75,1.232,0.619,60,0
2,4,22,6,434.04,3.734,0.776,15,1
0,5,161,7,138.0,0.0,0.943,51,1
1,2,21,0,198.24,3.64,0.915,50,1
3,0,48,5,246.57,2.439,0.94,94,1
0,1,165,3,0.0,2.917,0.032,111,0
2,7,56,0,214.4,2.668,0.712,55,1
1,0,192,6,221.49,3.409,0.226,12,1
3,9,64,5,344.06,3.426,0.188,50,1
0,6,171,6,238.64,2.564,0.8,62,1
2,4,139,5,0.0,2.714,0.417,5,1
1,5,65,6,452.51,3.727,0.917,27,1
0,7,159,3,281.03,3.755,0.042,79,1
1,3,72,5,340.15,2.825,0.802,90,1
2,5,64,2,76.11,0.527,0.137,9,0
2,2,51,4,363.08,0.865,0.177,104,1
1,6,37,4,368.24,3.503,0.477,104,1
0,1,32,4,211.64,0.796,0.396,35,1
0,7,151,5,148.86,0.0,0.486,13,1
1,6,42,6,461.79,1.307,0.94,109,1
3,7,81,4,242.02,2.601,0.657,44,1
1,1,73,1,344.17,2.518,0.29,111,1
0,2,88,0,65.0,1.513,0.173,46,0
0,3,187,0,236.33,1.227,0.42,97,0
2,8,33,0,417.77,3.176,0.452,98,1
0,4,117,5,224.41,3.774,0.601,119,1
1,5,47,2,321.42,0.685,0.266,68,0
4,0,114,1,144.44,0.966,0.768,77,0
2,3,90,4,0.0,2.748,0.098,74,1
0,3,86,1,467.44,3.316,0.56,53,0
2,9,176,5,304.9,3.269,0.624,109,1
2,7,119,4,455.87,3.019,0.207,1,1
4,7,80,0,0.0,3.606,0.826,11,1
1,9,122,2,474.87,1.261,0.615,50,0
1,5,156,6,452.93,0.876,0.646,9,0
0,7,138,0,51.48,2.654,0.498,38,1
1,8,36,4,470.31,3.378,0.91,87,1
0,4,68,3,111.86,2.537,0.694,13,1
4,0,97,7,67.97,3.87,0.382,5,1
1,0,65,2,74.92,3.284,0.239,25,1
0,1,0,1,207.01,2.953,0.071,10,0
2,1,140,4,329.36,0.711,0.165,5,0
2,4,0,0,231.04,0.877,0.993,22,0
0,6,64,5,61.5,3.247,0.407,42,1
3,6,36,6,264.42,1.194,0.899,89,1
1,3,66,3,248.96,0.601,0.171,101,0
0,3,81,6,390.58,3.688,0.425,20,1
2,9,197,5,175.83,3.618,0.961,28,1
0,2,62,4,147.89,1.265,0.091,21,1
2,1,87,7,165.17,3.231,0.594,11,1
1,2,143,1,186.68,0.668,0.919,93,0
1,7,128,0,319.62,1.498,0.95,69,0
0,0,47,2,262.19,2.683,0.846,37,1
1,3,192,3,201.6,3.171,0.856,49,0
2,6,188,4,218.44,0.536,0.652,117,1
1,4,113,4,216.92,1.642,0.22,69,0
4,1,0,4,487.58,1.25,0.731,33,0
0,0,183,0,154.85,3.996,0.978,45,1
3,5,110,0,418.13,2.848,0.526,100,0
3,4,103,2,368.69,1.92,0.261,8,0
1,2,52,1,52.51,0.765,0.573,116,0
2,8,44,3,496.93,2.595,0.691,119,1
1,2,38,6,390.4,2.746,0.208,6,1
0,1,194,7,357.1,0.0,0.719,15,1
0,4,125,4,232.4,0.0,0.587,15,0
1,0,52,5,299.84,3.935,0.612,117,1
1,7,86,4,163.97,2.038,0.306,112,1
0,5,161,2,65.97,1.536,0.155,9,0
2,2,180,2,426.21,1.72,0.623,61,0
1,5,61,7,453.42,2.319,0.586,56,1
0,4,114,0,123.11,3.778,0.338,5,0
0,0,66,0,404.18,3.073,0.296,26,1
0,4,54,5,383.52,2.52,0.347,87,1
4,6,136,5,130.27,1.07,0.49,80,1
2,8,179,0,239.82,1.023,0.975,57,0
3,0,95,3,240.24,2.258,0.764,103,0
1,2,0,5,391.98,3.05,0.852,35,1
2,7,161,0,426.95,3.129,0.506,10,1
3,5,165,4,92.65,1.291,0.526,91,0
3,4,147,0,303.34,0.85,0.204,80,0
0,9,74,6,392.79,1.846,0.721,21,1
0,1,117,3,403.79,3.714,0.422,12,0
3,2,127,0,116.6,2.409,0.742,9,0
0,1,68,0,286.48,1.62,0.409,16,0
2,0,132,4,435.9,1.633,0.109,73,0
2,6,153,5,193.33,0.962,0.173,93,1
2,0,89,4,241.3,2.156,0.812,54,0
3,6,105,6,411.96,3.27,0.259,23,1
1,6,155,6,90.19,3.89,0.264,39,1
3,7,162,7,436.77,2.256,0.929,107,1
0,0,173,4,190.02,1.085,0.658,113,0
0,4,58,0,50.65,2.89,0.114,88,1
3,9,150,4,155.37,3.149,0.144,22,1
0,0,29,2,90.28,0.751,0.272,55,1
1,6,22,1,91.57,3.475,0.594,31,1
1,0,65,1,361.78,3.403,0.753,74,1
1,7,169,4,146.29,2.154,0.274,47,1
3,2,86,5,470.63,2.461,0.871,106,0
1,3,116,3,282.4,2.997,0.109,27,0
2,3,38,6,257.04,2.869,0.208,98,1
0,9,81,4,245.43,0.558,0.97,48,1
2,7,117,5,361.66,0.929,0.135,39,1
1,0,76,4,253.52,1.069,0.888,88,1
0,7,114,0,107.87,3.145,0.704,21,1
1,8,0,6,446.08,2.04,0.073,15,1
2,8,107,6,242.78,2.409,0.484,81,1
1,4,160,5,83.3,3.204,0.519,118,1
1,3,163,6,288.21,1.693,0.932,45,0
1,3,163,3,341.31,3.121,0.421,19,0
2,8,134,4,174.01,2.048,0.447,53,1
2,7,138,2,410.15,1.82,0.112,89,0
0,9,71,5,351.4,1.666,0.639,55,1
1,9,60,1,342.65,0.0,0.211,104,1
1,6,67,5,239.37,3.202,0.078,86,1
1,2,110,7,482.86,0.571,0.997,105,0
2,3,58,2,173.39,3.851,0.27,115,1
1,8,32,6,309.97,3.214,0.141,49,1
2,7,151,7,0.0,1.022,0.699,106,1
1,0,115,2,385.16,0.767,0.822,78,0
1,2,128,6,71.51,1.579,0.064,61,0
3,9,123,2,70.65,2.685,0.105,60,1
1,1,117,3,414.89,2.658,0.09,92,0
0,1,62,3,245.42,1.465,0.047,76,0
3,7,107,5,203.53,2.06,0.659,91,1
1,0,112,7,323.39,1.242,0.588,116,0
1,5,193,3,365.85,0.677,0.663,24,0
2,3,145,1,140.54,2.309,0.506,86,0
1,0,128,7,133.44,1.714,0.818,39,0
2,6,66,6,481.17,2.4,0.547,61,1
2,7,111,0,0.0,3.813,0.919,105,1
0,1,172,5,225.55,1.002,0.486,114,0
1,1,60,4,410.65,0.507,0.791,103,1
1,0,22,4,286.32,0.769,0.407,100,1
0,3,140,5,158.75,2.119,0.435,23,0
0,0,96,0,143.03,2.974,0.849,72,0
2,4,114,4,228.59,2.533,0.108,92,1
0,3,32,5,436.95,2.232,0.565,114,1
2,3,124,5,77.65,1.739,0.726,93,0
0,9,37,2,148.34,1.585,0.75,79,1
0,6,56,1,451.92,1.817,0.591,39,1
0,6,190,7,104.78,2.641,0.448,72,1
0,1,181,4,333.33,1.087,0.261,92,0
1,6,74,1,146.08,3.2,0.909,97,1
1,1,71,6,322.64,2.513,0.37,11,1
3,3,55,5,222.4,1.442,0.799,42,1
1,0,0,0,95.75,2.254,0.032,101,0
4,4,71,5,312.11,3.87,0.232,25,1
1,0,38,4,357.37,0.572,0.346,34,1
0,3,159,1,356.12,1.198,0.672,22,0
1,8,111,2,336.67,2.069,0.319,2,0
1,7,158,7,275.1,2.735,0.041,51,1
2,5,67,0,283.76,1.243,0.174,16,0
2,7,0,5,336.04,3.76,0.259,11,1
1,4,118,0,360.62,2.749,0.176,78,0
3,6,163,6,344.69,3.571,0.204,96,1
1,7,66,7,314.13,1.653,0.769,86,1
0,6,86,3,120.13,3.401,0.412,69,1
1,3,50,4,144.78,1.824,0.405,100,1
2,4,95,5,167.1,1.385,0.967,87,0
1,0,27,2,463.85,3.691,0.447,62,1
1,5,63,2,391.73,0.823,0.928,19,0
0,5,197,0,298.79,3.8,0.299,29,0
0,8,54,2,163.43,2.105,0.401,42,1
0,9,33,4,99.9,3.974,0.396,23,1
0,1,129,0,454.44,2.389,0.546,60,0
1,5,23,1,451.7,3.151,0.584,73,1
1,2,164,0,99.81,0.525,0.248,18,0
1,1,131,6,408.75,2.238,0.794,95,0
0,5,88,4,250.99,3.081,0.497,101,1
1,3,171,6,195.79,3.24,0.007,81,1
4,4,68,4,0.0,1.053,0.591,55,1
2,4,74,1,326.45,1.966,0.798,18,0
0,2,170,5,401.01,1.967,0.25,27,0
2,3,100,0,83.45,0.863,0.038,85,0
0,2,159,4,193.36,2.051,0.807,1,0
1,6,158,4,193.69,3.325,0.976,96,1
1,0,134,1,198.39,1.551,0.077,14,0
1,5,94,3,276.12,2.014,0.938,59,0
2,3,117,0,177.36,3.863,0.359,110,0
3,0,146,7,249.97,0.611,0.941,78,0
2,0,130,4,215.5,2.57,0.649,33,1
0,4,120,2,380.88,3.102,0.89,36,0
1,4,133,1,321.58,3.163,0.786,119,0
0,9,48,3,344.13,3.006,0.028,39,1
1,6,81,3,144.76,3.043,0.065,76,1
2,3,72,1,196.48,0.707,0.526,45,0
2,8,136,3,59.52,2.369,0.13,25,0
0,3,195,4,98.77,3.24,0.461,15,1
0,6,110,3,169.27,0.829,0.955,20,0
1,4,125,0,0.0,0.542,0.295,34,0
0,4,105,7,321.18,3.351,0.489,58,1
0,5,147,2,499.16,2.993,0.384,60,0
2,7,119,7,95.37,1.943,0.63,78,1
0,4,195,7,419.55,3.791,0.194,30,1
0,2,113,4,103.47,3.183,0.26,108,1
2,5,95,1,351.46,3.888,0.859,13,0
2,1,22,2,339.42,0.0,0.811,78,1
3,0,100,5,456.22,2.185,0.789,93,1
1,7,124,4,101.28,3.141,0.771,90,1
2,2,51,2,191.95,2.842,0.459,67,1
1,7,27,3,90.85,3.34,0.729,89,1
2,8,0,5,233.32,3.257,0.387,91,1
1,4,49,1,460.22,1.036,0.101,45,0
3,4,162,1,401.69,1.318,0.393,40,0
1,5,93,7,375.31,1.43,0.159,80,0
1,6,142,0,289.86,3.365,0.391,38,1
4,0,140,3,447.57,3.338,0.297,75,0
0,4,57,7,252.25,2.234,0.599,93,1
2,0,162,0,117.36,2.533,0.362,47,0
2,9,177,0,426.91,3.394,0.706,115,1
1,4,193,3,175.84,1.594,0.512,88,0
4,3,173,4,74.14,0.676,0.919,29,0
2,0,134,5,106.72,2.189,0.091,34,0
4,6,128,6,324.08,3.698,0.688,11,1
0,0,97,0,323.19,3.267,0.672,20,0
1,7,55,2,167.08,1.783,0.951,20,1
3,9,109,5,377.23,0.727,0.372,73,1
3,1,178,4,398.14,2.729,0.305,56,1
1,9,59,7,464.23,3.421,0.172,23,1
0,4,93,0,313.22,2.827,0.265,100,0
1,5,65,1,400.74,1.988,0.502,119,0
2,8,126,4,388.89,0.932,0.838,113,1
2,6,189,7,166.01,3.688,0.284,91,1
2,5,165,0,189.6,1.466,0.158,88,0
1,0,119,2,265.32,1.285,0.272,104,0
1,5,183,7,58.57,3.356,0.101,25,1
3,3,197,5,183.83,3.934,0.927,89,1
3,0,80,3,263.25,2.811,0.873,112,0
2,8,187,1,98.63,2.687,0.308,33,1
3,4,22,5,106.82,1.618,0.247,31,1
2,7,101,2,258.46,0.571,0.905,74,0
2,6,26,0,378.93,1.171,0.002,103,1
1,7,50,1,425.19,2.546,0.601,79,1
0,0,84,3,295.84,1.03,0.916,1,0
1,8,114,5,263.64,3.593,0.509,54,1
2,0,83,4,222.93,1.159,0.003,16,0
3,0,96,0,136.83,2.327,0.219,85,0
2,0,22,3,115.95,2.292,0.922,59,1
1,0,112,7,406.35,2.614,0.017,66,1
1,0,54,2,259.25,1.646,0.395,3,0
0,5,34,4,405.64,3.557,0.79,15,1
0,4,40,5,366.84,2.055,0.838,32,1
3,5,81,1,137.25,2.951,0.478,50,0
1,2,102,4,279.64,2.726,0.232,111,1
2,9,175,4,249.81,0.91,0.6,91,1
2,9,23,2,240.74,2.679,0.264,100,1
1,5,160,0,294.16,2.427,0.255,99,0
1,1,198,6,491.94,3.645,0.808,60,1
2,7,195,7,415.81,3.583,0.154,103,1
2,5,186,0,456.67,1.028,0.006,88,0
1,3,86,4,63.34,0.786,0.337,116,0
2,3,113,0,113.15,1.531,0.491,118,0
1,6,77,0,88.14,3.953,0.705,115,1
0,2,149,0,168.45,0.576,0.781,119,0
0,2,44,1,248.85,2.855,0.664,8,1
0,5,30,5,338.92,0.0,0.627,7,1
4,8,20,7,275.37,2.763,0.666,4,1
3,0,67,1,456.43,1.264,0.272,94,0
3,4,132,0,472.94,1.294,0.382,10,0
0,0,195,6,123.58,2.007,0.616,60,0
2,0,157,3,433.81,0.836,0.066,25,0
2,2,100,0,266.77,0.761,0.295,42,0
2,2,49,1,254.0,0.809,0.406,47,0
3,0,182,2,403.22,2.505,0.533,96,0
2,2,133,2,91.91,1.892,0.486,118,0
1,5,38,5,447.12,1.528,0.718,96,1
1,3,129,4,351.89,1.605,0.473,114,0
0,0,53,6,443.87,1.225,0.904,32,1
1,0,0,2,497.51,1.94,0.38,74,0
1,7,95,1,283.1,0.0,0.525,119,0
1,0,145,2,91.97,2.943,0.003,73,0
0,0,153,6,124.94,0.934,0.31,25,0
0,6,160,6,195.63,3.819,0.867,89,1
2,0,105,3,96.6,0.814,0.334,105,0
3,8,94,0,0.0,3.802,0.253,118,1
1,7,154,0,183.59,3.417,0.544,16,1
2,0,64,1,489.15,2.882,0.079,49,1
1,1,192,4,366.17,3.693,0.532,16,1
2,1,84,6,128.04,0.987,0.304,94,0
1,0,113,0,264.22,1.117,0.383,38,0
2,5,38,7,260.1,1.383,0.791,5,1
1,3,138,2,271.63,1.357,0.662,7,0
1,7,66,6,291.06,1.588,0.446,77,1
2,0,65,3,64.03,2.515,0.578,8,1
2,9,48,7,0.0,0.599,0.767,33,1
2,3,119,4,269.24,1.838,0.746,62,0
1,9,84,4,405.93,1.362,0.185,74,1
1,4,170,4,416.91,0.0,0.301,116,1
0,8,147,7,153.74,3.948,0.348,84,1
2,4,70,0,0.0,2.312,0.188,32,0
3,2,41,5,366.46,1.99,0.012,93,1
1,3,129,4,489.99,1.789,0.174,1,0
1,9,90,7,251.0,3.247,0.808,91,1
0,6,52,7,166.83,0.752,0.546,20,1
0,0,146,1,120.5,3.859,0.342,55,0
0,5,128,2,179.35,1.963,0.608,63,0
0,0,119,0,197.56,1.598,0.74,78,1
0,0,63,3,240.74,3.909,0.354,79,1
2,7,26,2,344.93,3.776,0.466,6,1
2,6,147,1,172.92,2.747,0.064,52,1
2,0,110,1,72.94,0.565,0.597,2,0
1,8,149,6,217.98,3.12,0.356,93,1
1,0,36,5,0.0,1.674,0.434,39,1
1,1,84,2,274.26,0.0,0.423,32,0
1,6,129,0,0.0,1.056,0.632,116,0
0,2,0,6,276.63,2.332,0.572,51,1
2,0,111,1,174.15,3.106,0.422,69,0
1,9,173,4,136.99,1.456,0.017,86,1
0,2,182,3,362.54,3.786,0.621,92,0
0,5,94,7,291.37,1.182,0.88,32,0
1,2,175,3,321.8,0.732,0.77,93,0
0,4,172,1,389.81,2.755,0.982,104,0
1,8,124,4,376.66,3.473,0.139,3,1
1,6,50,2,69.51,3.836,0.223,62,1
2,1,116,7,411.16,3.185,0.539,95,1
1,0,70,3,289.72,1.199,0.236,13,0
1,6,0,4,226.27,3.922,0.035,70,1
0,3,53,4,291.88,3.718,0.402,21,1
2,6,40,0,325.6,1.071,0.288,61,1
1,5,56,1,0.0,2.456,0.264,119,0
2,6,83,4,237.84,2.444,0.953,14,1
2,3,166,6,201.01,2.049,0.238,89,0
0,2,143,2,207.68,3.945,0.129,71,0
3,4,120,3,91.1,0.709,0.125,107,0
0,2,138,6,121.93,0.0,0.806,22,1
2,2,104,0,122.82,1.219,0.715,32,0
1,3,97,2,217.95,0.0,0.129,41,0
1,7,123,3,452.52,3.229,0.22,32,1
5,1,0,1,142.71,1.364,0.747,42,0
2,3,122,2,237.29,1.877,0.275,52,0
2,2,96,7,0.0,3.828,0.982,94,1
1,6,129,3,404.32,0.0,0.541,81,1
0,1,38,0,72.56,2.505,0.192,104,1
1,0,149,7,138.44,1.277,0.859,54,0
1,9,153,6,144.79,1.989,0.319,102,1
2,0,176,3,496.83,3.209,0.289,62,0
2,5,188,7,306.85,3.372,0.327,85,1
0,2,198,4,112.53,1.356,0.768,90,0
3,6,152,0,172.49,2.817,0.173,43,1
1,7,188,2,125.52,0.833,0.382,3,0
0,4,81,7,106.07,0.581,0.031,38,0
3,4,177,5,408.73,2.42,0.827,81,0
2,0,122,7,273.09,1.285,0.341,39,0
0,7,119,1,334.04,0.776,0.248,70,0
0,9,174,6,199.06,3.054,0.58,85,1
3,0,197,0,299.16,0.0,0.705,45,0
0,9,71,6,165.91,3.287,0.813,46,1
4,8,68,0,188.62,2.824,0.348,115,1
2,0,119,0,343.51,3.054,0.812,104,0
1,0,145,3,117.66,1.576,0.465,13,0
0,0,137,7,0.0,1.421,0.101,52,0
0,6,73,4,433.51,2.603,0.846,9,1
0,3,138,5,104.19,1.2,0.548,57,0
1,6,152,1,453.86,3.354,0.602,69,1
2,4,156,7,85.75,2.33,0.937,43,0
0,6,181,6,207.01,1.294,0.559,7,1
2,9,117,1,324.73,2.688,0.006,102,1
4,6,55,4,301.74,3.808,0.871,44,1
1,3,167,3,93.38,0.787,0.285,44,0
1,1,100,3,409.51,0.883,0.502,102,0
1,7,104,4,487.92,0.0,0.205,95,1
4,1,102,6,131.55,0.884,0.297,68,0
3,8,82,4,452.81,0.638,0.687,77,1
2,4,86,2,300.56,1.718,0.43,44,0
3,8,177,3,471.17,2.133,0.627,79,0
4,8,22,6,129.24,2.493,0.824,40,1
3,7,196,0,406.41,2.276,0.341,77,0
2,7,61,7,76.9,3.696,0.568,43,1
1,0,43,1,447.44,3.19,0.778,107,1
1,3,63,3,353.37,3.943,0.715,62,1
0,1,148,4,216.61,2.168,0.54,43,0
1,3,134,0,135.71,0.795,0.383,90,0
1,3,199,7,417.44,3.844,0.408,19,1
2,5,0,7,321.46,0.514,0.433,117,1
2,2,57,0,212.19,3.216,0.349,49,1
0,1,191,2,249.73,0.609,0.699,65,0
1,7,101,5,421.94,3.164,0.125,77,1
2,1,194,2,202.52,3.783,0.967,25,0
0,7,48,0,90.33,1.862,0.779,84,1
1,6,198,7,460.08,1.343,0.298,41,1
1,2,60,6,224.3,1.292,0.043,23,1
0,5,0,0,206.77,2.221,0.711,58,0
2,5,67,0,141.98,1.098,0.734,88,0
2,9,133,6,453.84,2.855,0.964,43,1
1,0,41,4,147.88,1.789,0.254,105,1
1,7,118,6,336.5,1.631,0.083,113,1
5,4,36,5,446.34,2.114,0.915,103,1
4,6,105,0,65.71,2.399,0.259,40,1
2,5,152,1,422.96,0.0,0.722,30,0
0,6,80,0,234.77,2.977,0.061,34,1
1,8,108,5,346.09,3.59,0.761,110,1
1,2,153,5,217.58,1.473,0.127,10,0
2,9,100,1,362.98,1.131,0.696,105,0
0,6,114,2,164.43,3.162,0.532,60,1
0,9,164,0,59.87,1.142,0.955,1,0
3,2,78,2,476.5,0.644,0.037,12,0
1,1,186,6,57.37,2.667,0.292,46,1
1,6,73,6,420.84,1.339,0.07,115,1
0,3,145,4,126.11,1.101,0.879,93,0
1,0,195,3,226.5,3.936,0.594,75,0
2,5,184,0,420.12,1.522,0.535,105,0
0,5,67,6,142.67,3.662,0.131,17,1
1,5,87,4,439.57,1.124,0.489,84,0
2,1,126,3,273.99,3.366,0.399,58,0
1,0,97,7,214.77,2.257,0.316,38,0
2,2,96,7,348.1,0.775,0.772,6,0
0,0,46,7,203.63,3.068,0.061,62,1
2,5,107,0,206.28,3.622,0.647,84,0
3,0,174,0,380.09,1.071,0.823,74,0
2,4,91,7,189.42,3.04,0.907,10,1
3,9,199,5,140.35,2.058,0.746,95,1
3,9,66,0,413.44,3.139,0.282,26,1
3,4,122,1,412.42,2.999,0.601,58,0
2,8,40,1,273.91,0.593,0.141,17,1
1,4,134,7,287.0,1.126,0.117,53,0
0,9,76,3,363.23,2.149,0.639,78,1
0,5,0,2,279.17,3.768,0.851,5,0
1,3,114,5,237.67,1.697,0.067,67,0
0,9,189,2,497.7,2.701,0.106,107,1
2,0,129,3,116.44,0.542,0.566,115,0
3,3,0,1,316.73,2.989,0.218,20,0
2,1,46,4,448.64,2.611,0.612,51,1
2,9,147,6,359.25,0.0,0.215,46,1
1,2,180,7,446.42,3.666,0.116,79,1
0,6,95,5,201.35,1.013,0.546,67,1
1,6,54,3,172.4,1.416,0.862,3,1
2,0,117,2,433.07,3.985,0.685,23,0
3,0,163,3,227.35,1.047,0.819,9,0
1,6,55,3,369.36,3.022,0.266,11,1
1,0,85,0,0.0,3.038,0.886,47,0
1,7,75,7,390.13,2.89,0.377,49,1
1,1,164,1,297.04,1.296,0.852,44,0
2,7,167,5,170.88,1.253,0.471,113,1
0,2,113,0,272.53,2.832,0.268,105,0
3,9,125,1,363.62,1.152,0.26,13,0
2,6,103,7,55.35,2.815,0.568,8,1
2,5,155,3,336.86,2.224,0.079,63,0
1,4,165,1,293.72,1.853,0.93,22,0
2,9,37,0,149.13,1.551,0.271,38,1
3,1,165,7,0.0,3.817,0.336,27,1
1,1,144,5,186.56,2.278,0.233,26,0
3,0,21,7,174.59,2.464,0.003,23,1
0,8,95,7,262.05,3.822,0.693,103,1
3,7,198,0,354.27,2.789,0.591,95,1
3,7,157,5,467.98,3.852,0.81,93,1
2,0,161,3,113.61,0.872,0.041,65,0
1,4,45,0,228.41,3.463,0.929,74,1
1,5,66,1,80.15,1.674,0.331,47,0
2,1,49,6,391.35,3.337,0.913,61,1
1,9,75,1,251.48,3.495,0.107,46,1
3,4,138,2,368.12,1.45,0.744,4,0
4,5,189,6,194.99,1.931,0.579,31,0
3,0,151,1,429.94,3.041,0.358,4,1
1,9,158,0,290.67,0.847,0.079,29,0
